Player,Team,Affiliation,Year,"Round
 Number","Round
 Pick","Overall
 Pick"
"<!----><a ng-href=""/stats/player/1629713/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1629713/""> Justin James <!----> <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Sacramento Kings",Wyoming,2019,2,10,40
"<!----><a ng-href=""/stats/player/76552/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76552/""> Fennis Dembo <!----> <!---->","<a ng-href=""/stats/team/1610612765/"" href=""/stats/team/1610612765/"">Detroit Pistons",Wyoming,1988,2,5,30
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Leon Clark <!---->","<a ng-href=""/stats/team/1610612738/"" href=""/stats/team/1610612738/"">Boston Celtics",Wyoming,1966,2,8,18
"<!----><a ng-href=""/stats/player/77988/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77988/""> Flynn Robinson <!----> <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Cincinnati Royals",Wyoming,1965,2,7,15
"<!----><a ng-href=""/stats/player/77859/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77859/""> John Pilch <!----> <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Wyoming,1950,2,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Alec Brown <!---->","<a ng-href=""/stats/team/1610612756/"" href=""/stats/team/1610612756/"">Phoenix Suns",Wisconsin-Green Bay,2014,2,20,50
"<!----><a ng-href=""/stats/player/999/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/999/""> Jeff Nordgaard <!----> <!---->","<a ng-href=""/stats/team/1610612749/"" href=""/stats/team/1610612749/"">Milwaukee Bucks",Wisconsin-Green Bay,1996,2,24,53
"<!----><a ng-href=""/stats/player/76148/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76148/""> Tony Bennett <!----> <!---->","<a ng-href=""/stats/team/1610612766/"" href=""/stats/team/1610612766/"">Charlotte Hornets",Wisconsin-Green Bay,1992,2,8,35
"<!----><a ng-href=""/stats/player/77915/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77915/""> Mike Ratliff <!----> <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Kansas City-Omaha Kings",Wisconsin-Eau Claire,1972,2,15,28
"<!----><a ng-href=""/stats/player/202720/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/202720/""> Jon Leuer <!----> <!---->","<a ng-href=""/stats/team/1610612749/"" href=""/stats/team/1610612749/"">Milwaukee Bucks",Wisconsin,2011,2,10,40
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Rashard Griffith <!---->","<a ng-href=""/stats/team/1610612749/"" href=""/stats/team/1610612749/"">Milwaukee Bucks",Wisconsin,1995,2,9,38
"<!----><a ng-href=""/stats/player/76177/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76177/""> Cory Blackwell <!----> <!---->","<a ng-href=""/stats/team/1610612760/"" href=""/stats/team/1610612760/"">Seattle SuperSonics",Wisconsin,1984,2,4,28
"<!----><a ng-href=""/stats/player/76884/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76884/""> Claude Gregory <!----> <!---->","<a ng-href=""/stats/team/1610612764/"" href=""/stats/team/1610612764/"">Washington Bullets",Wisconsin,1981,2,18,41
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Marcus Thornton <!---->","<a ng-href=""/stats/team/1610612738/"" href=""/stats/team/1610612738/"">Boston Celtics",William & Mary,2015,2,15,45
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Jeff Cohen <!---->","<a ng-href=""/stats/team/1610612764/"" href=""/stats/team/1610612764/"">Chicago Packers",William & Mary,1961,2,14,23
"<!----><a ng-href=""/stats/player/203921/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/203921/""> Cleanthony Early <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Wichita State,2014,2,4,34
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Aubrey Sherrod <!---->","<a ng-href=""/stats/team/1610612741/"" href=""/stats/team/1610612741/"">Chicago Bulls",Wichita State,1985,2,10,34
"<!----><a ng-href=""/stats/player/78526/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/78526/""> Gene Wiley <!----> <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Los Angeles Lakers",Wichita State,1962,2,8,15
"<!----><a ng-href=""/stats/player/1629646/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1629646/""> Charles Bassey <!----> <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Philadelphia 76ers",Western Kentucky,2021,2,23,53
"<!----><a ng-href=""/stats/player/202379/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/202379/""> Jeremy Evans <!----> <!---->","<a ng-href=""/stats/team/1610612762/"" href=""/stats/team/1610612762/"">Utah Jazz",Western Kentucky,2010,2,25,55
"<!----><a ng-href=""/stats/player/997/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/997/""> Chris Robinson <!----> <!---->","<a ng-href=""/stats/team/1610612763/"" href=""/stats/team/1610612763/"">Vancouver Grizzlies",Western Kentucky,1996,2,22,51
"<!----><a ng-href=""/stats/player/1577/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1577/""> Darnell Mee <!----> <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Golden State Warriors",Western Kentucky,1993,2,7,34
"<!----><a ng-href=""/stats/player/77153/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77153/""> Kannard Johnson <!----> <!---->","<a ng-href=""/stats/team/1610612739/"" href=""/stats/team/1610612739/"">Cleveland Cavaliers",Western Kentucky,1987,2,18,41
"<!----><a ng-href=""/stats/player/77523/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77523/""> Jim McDaniels <!----> <!---->","<a ng-href=""/stats/team/1610612760/"" href=""/stats/team/1610612760/"">Seattle SuperSonics",Western Kentucky,1971,2,6,23
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Jim Rose <!---->","<a ng-href=""/stats/team/1610612738/"" href=""/stats/team/1610612738/"">Boston Celtics",Western Kentucky,1971,2,11,28
"<!----><a ng-href=""/stats/player/77758/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77758/""> Johnny Oldham <!----> <!---->","<a ng-href=""/stats/team/1610612765/"" href=""/stats/team/1610612765/"">Ft. Wayne Zollner Pistons",Western Kentucky,1949,2,0,0
"<!----><a ng-href=""/stats/player/701/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/701/""> Frankie King <!----> <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Los Angeles Lakers",Western Carolina,1995,2,8,37
"<!----><a ng-href=""/stats/player/76809/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76809/""> Mel Gibson <!----> <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Los Angeles Lakers",Western Carolina,1963,2,8,16
"<!----><a ng-href=""/stats/player/101161/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/101161/""> Amir Johnson <!----> <!---->","<a ng-href=""/stats/team/1610612765/"" href=""/stats/team/1610612765/"">Detroit Pistons",Westchester,2005,2,26,56
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Shawn Harvey <!---->","<a ng-href=""/stats/team/1610612742/"" href=""/stats/team/1610612742/"">Dallas Mavericks",West Virginia State,1996,2,5,34
"<!----><a ng-href=""/stats/player/77637/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77637/""> Ron Moore <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",West Virginia State,1987,2,2,25
"<!----><a ng-href=""/stats/player/1630540/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1630540/""> Miles McBride <!----> <!---->","<a ng-href=""/stats/team/1610612760/"" href=""/stats/team/1610612760/"">Oklahoma City Thunder",West Virginia,2021,2,6,36
"<!----><a ng-href=""/stats/player/1628975/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1628975/""> Jevon Carter <!----> <!---->","<a ng-href=""/stats/team/1610612763/"" href=""/stats/team/1610612763/"">Memphis Grizzlies",West Virginia,2018,2,2,32
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Da'Sean Butler <!---->","<a ng-href=""/stats/team/1610612748/"" href=""/stats/team/1610612748/"">Miami Heat",West Virginia,2010,2,12,42
"<!----><a ng-href=""/stats/player/202365/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/202365/""> Devin Ebanks <!----> <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Los Angeles Lakers",West Virginia,2010,2,13,43
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Gordon Malone <!---->","<a ng-href=""/stats/team/1610612750/"" href=""/stats/team/1610612750/"">Minnesota Timberwolves",West Virginia,1997,2,15,43
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Lamar Sharrar <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Philadelphia Warriors",West Virginia,1958,2,5,12
"<!----><a ng-href=""/stats/player/76385/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76385/""> Maurice Cheeks <!----> <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Philadelphia 76ers",West Texas A&M,1978,2,14,36
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Simmie Hill <!---->","<a ng-href=""/stats/team/1610612741/"" href=""/stats/team/1610612741/"">Chicago Bulls",West Texas A&M,1969,2,1,16
"<!----><a ng-href=""/stats/player/983/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/983/""> Moochie Norris <!----> <!---->","<a ng-href=""/stats/team/1610612749/"" href=""/stats/team/1610612749/"">Milwaukee Bucks",West Florida,1996,2,4,33
"<!----><a ng-href=""/stats/player/1627762/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1627762/""> Joel Bolomboy <!----> <!---->","<a ng-href=""/stats/team/1610612762/"" href=""/stats/team/1610612762/"">Utah Jazz",Weber State,2016,2,22,52
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Bruce Collins <!---->","<a ng-href=""/stats/team/1610612757/"" href=""/stats/team/1610612757/"">Portland Trail Blazers",Weber State,1980,2,10,33
"<!----><a ng-href=""/stats/player/76533/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76533/""> Bob Davis <!----> <!---->","<a ng-href=""/stats/team/1610612757/"" href=""/stats/team/1610612757/"">Portland Trail Blazers",Weber State,1972,2,1,14
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Willard Sojourner <!---->","<a ng-href=""/stats/team/1610612741/"" href=""/stats/team/1610612741/"">Chicago Bulls",Weber State,1971,2,3,20
"<!----><a ng-href=""/stats/player/1629604/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1629604/""> CJ Elleby <!----> <!---->","<a ng-href=""/stats/team/1610612757/"" href=""/stats/team/1610612757/"">Portland Trail Blazers",Washington State,2020,2,16,46
"<!----><a ng-href=""/stats/player/201602/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/201602/""> Kyle Weaver <!----> <!---->","<a ng-href=""/stats/team/1610612766/"" href=""/stats/team/1610612766/"">Charlotte Bobcats",Washington State,2008,2,8,38
"<!----><a ng-href=""/stats/player/971/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/971/""> Mark Hendrickson <!----> <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Philadelphia 76ers",Washington State,1996,2,2,31
"<!----><a ng-href=""/stats/player/77893/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77893/""> Brian Quinnett <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Washington State,1989,2,23,50
"<!----><a ng-href=""/stats/player/78550/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/78550/""> Guy Williams <!----> <!---->","<a ng-href=""/stats/team/1610612764/"" href=""/stats/team/1610612764/"">Washington Bullets",Washington State,1983,2,10,34
"<!----><a ng-href=""/stats/player/76797/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76797/""> Ed Gayda <!----> <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">Tri-Cities Blackhawks",Washington State,1950,2,0,0
"<!----><a ng-href=""/stats/player/1629669/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1629669/""> Jaylen Nowell <!----> <!---->","<a ng-href=""/stats/team/1610612750/"" href=""/stats/team/1610612750/"">Minnesota Timberwolves",Washington,2019,2,13,43
"<!----><a ng-href=""/stats/player/202738/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/202738/""> Isaiah Thomas <!----> <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Sacramento Kings",Washington,2011,2,30,60
"<!----><a ng-href=""/stats/player/201972/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/201972/""> Jon Brockman <!----> <!---->","<a ng-href=""/stats/team/1610612757/"" href=""/stats/team/1610612757/"">Portland Trail Blazers",Washington,2009,2,8,38
"<!----><a ng-href=""/stats/player/200784/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/200784/""> Bobby Jones <!----> <!---->","<a ng-href=""/stats/team/1610612750/"" href=""/stats/team/1610612750/"">Minnesota Timberwolves",Washington,2006,2,7,37
"<!----><a ng-href=""/stats/player/1928/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1928/""> Todd MacCulloch <!----> <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Philadelphia 76ers",Washington,1999,2,18,47
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Mark Sanford <!---->","<a ng-href=""/stats/team/1610612748/"" href=""/stats/team/1610612748/"">Miami Heat",Washington,1997,2,2,30
"<!----><a ng-href=""/stats/player/316/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/316/""> Richard Manning <!----> <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">Atlanta Hawks",Washington,1993,2,13,40
"<!----><a ng-href=""/stats/player/77701/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77701/""> Louie Nelson <!----> <!---->","<a ng-href=""/stats/team/1610612764/"" href=""/stats/team/1610612764/"">Capital Bullets",Washington,1973,2,1,19
"<!----><a ng-href=""/stats/player/76971/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76971/""> Steve Hawes <!----> <!---->","<a ng-href=""/stats/team/1610612739/"" href=""/stats/team/1610612739/"">Cleveland Cavaliers",Washington,1972,2,11,24
"<!----><a ng-href=""/stats/player/101156/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/101156/""> Robert Whaley <!----> <!---->","<a ng-href=""/stats/team/1610612762/"" href=""/stats/team/1610612762/"">Utah Jazz",Walsh,2005,2,21,51
"<!----><a ng-href=""/stats/player/2443/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/2443/""> Darius Songaila <!----> <!---->","<a ng-href=""/stats/team/1610612738/"" href=""/stats/team/1610612738/"">Boston Celtics",Wake Forest,2002,2,21,49
"<!----><a ng-href=""/stats/player/12/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/12/""> Chris King <!----> <!---->","<a ng-href=""/stats/team/1610612760/"" href=""/stats/team/1610612760/"">Seattle SuperSonics",Wake Forest,1992,2,18,45
"<!----><a ng-href=""/stats/player/78633/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/78633/""> Danny Young <!----> <!---->","<a ng-href=""/stats/team/1610612760/"" href=""/stats/team/1610612760/"">Seattle SuperSonics",Wake Forest,1984,2,15,39
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Anthony Teachey <!---->","<a ng-href=""/stats/team/1610612742/"" href=""/stats/team/1610612742/"">Dallas Mavericks",Wake Forest,1984,2,16,40
"<!----><a ng-href=""/stats/player/77640/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77640/""> Guy Morgan <!----> <!---->","<a ng-href=""/stats/team/1610612754/"" href=""/stats/team/1610612754/"">Indiana Pacers",Wake Forest,1982,2,17,40
"<!----><a ng-href=""/stats/player/78474/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/78474/""> Ron Watts <!----> <!---->","<a ng-href=""/stats/team/1610612738/"" href=""/stats/team/1610612738/"">Boston Celtics",Wake Forest,1965,2,9,17
"<!----><a ng-href=""/stats/player/76297/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76297/""> Dave Budd <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Wake Forest,1960,2,2,10
"<!----><a ng-href=""/stats/player/76989/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76989/""> Dick Hemric <!----> <!---->","<a ng-href=""/stats/team/1610612738/"" href=""/stats/team/1610612738/"">Boston Celtics",Wake Forest,1955,2,4,10
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Terence Bailey <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">Atlanta Hawks",Wagner,1987,2,19,42
"<!----><a ng-href=""/stats/player/2589/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/2589/""> Sani Becirovic <!----> <!---->","<a ng-href=""/stats/team/1610612743/"" href=""/stats/team/1610612743/"">Denver Nuggets",Virtus Pallacanestro Bologna (Italy),2003,2,17,46
"<!----><a ng-href=""/stats/player/2431/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/2431/""> David Andersen <!----> <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">Atlanta Hawks",Virtus Pallacanestro Bologna (Italy),2002,2,8,36
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Augusto Binelli <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">Atlanta Hawks",Virtus Pallacanestro Bologna (Italy),1986,2,16,40
"<!----><a ng-href=""/stats/player/76672/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76672/""> A.J. English <!----> <!---->","<a ng-href=""/stats/team/1610612764/"" href=""/stats/team/1610612764/"">Washington Bullets",Virginia Union,1990,2,10,37
"<!----><a ng-href=""/stats/player/203475/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/203475/""> Erick Green <!----> <!---->","<a ng-href=""/stats/team/1610612762/"" href=""/stats/team/1610612762/"">Utah Jazz",Virginia Tech,2013,2,16,46
"<!----><a ng-href=""/stats/player/201622/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/201622/""> Deron Washington <!----> <!---->","<a ng-href=""/stats/team/1610612765/"" href=""/stats/team/1610612765/"">Detroit Pistons",Virginia Tech,2008,2,29,59
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Eddie Lucas <!---->","<a ng-href=""/stats/team/1610612762/"" href=""/stats/team/1610612762/"">Utah Jazz",Virginia Tech,1999,2,29,58
"<!----><a ng-href=""/stats/player/902/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/902/""> Bimbo Coles <!----> <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Sacramento Kings",Virginia Tech,1990,2,13,40
"<!----><a ng-href=""/stats/player/77996/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77996/""> Wayne Robinson <!----> <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Los Angeles Lakers",Virginia Tech,1980,2,8,31
"<!----><a ng-href=""/stats/player/76257/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76257/""> Allan Bristow <!----> <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Philadelphia 76ers",Virginia Tech,1973,2,3,21
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Chris Smith <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Syracuse Nationals",Virginia Tech,1961,2,5,14
