PLAYER,POS,BODY FAT %,HAND LENGTH (inches),HAND WIDTH (inches),HEIGHT W/O SHOES,HEIGHT W/ SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN,SEASON
Malik Allen,PF-C,-%,-,-,6' 8.25'',,9' 1'',271.0,7' 2.5'',2000-2001
Harold Arceneaux,SG-SF,-%,-,-,6' 4.5'',,8' 7'',219.0,6' 8.5'',2000-2001
Lamont Barnes,PF-C,-%,-,-,6' 8.5'',,9' 0'',235.5,7' 3.5'',2000-2001
Mario Bland,PF,-%,-,-,6' 5.5'',,8' 7'',287.0,7' 0'',2000-2001
Primoz Brezec,C,-%,-,-,7' 0.75'',,9' 2'',243.0,7' 2'',2000-2001
Ernest Brown,C,-%,-,-,6' 10'',,9' 1.5'',222.5,7' 1.25'',2000-2001
Speedy Claxton,PG,-%,-,-,5' 10.5'',,7' 10.5'',166.0,6' 0'',2000-2001
Eric Coley,SG-SF,-%,-,-,6' 4'',,8' 6'',205.0,6' 11'',2000-2001
Ed Cota,PG,-%,-,-,6' 0.25'',,8' 0.5'',189.0,6' 4'',2000-2001
Schea Cotton,SF,-%,-,-,6' 4.25'',,8' 4'',219.5,6' 7'',2000-2001
Jamal Crawford,PG-SG,-%,-,-,6' 4.5'',,8' 6.5'',175.0,6' 10'',2000-2001
Caswell Cyrus,PF,-%,-,-,6' 7.75'',,8' 11.5'',220.5,7' 2'',2000-2001
Khalid El-Amin,PG,-%,-,-,5' 9'',,7' 9'',200.0,6' 1.5'',2000-2001
Vassil Evtimov,PF,-%,-,-,6' 9.75'',,8' 10.5'',262.0,6' 10.5'',2000-2001
Antonis Fotsis,SF,-%,-,-,6' 9.25'',,8' 10'',219.0,6' 8.5'',2000-2001
Eddie Gill,PG,-%,-,-,5' 11.75'',,7' 9'',176.0,6' 4'',2000-2001
Ceedric Goodwyn,SF-PF,-%,-,-,6' 6'',,8' 8.5'',238.0,6' 10'',2000-2001
Marcus Goree,SF-PF,-%,-,-,6' 7.5'',,8' 9.5'',239.0,7' 0.5'',2000-2001
A.J. Granger,SF,-%,-,-,6' 7.5'',,8' 7'',227.0,6' 9.5'',2000-2001
A.J. Guyton,PG-SG,-%,-,-,6' 0.75'',,8' 1.5'',175.0,6' 3.75'',2000-2001
Ron Hale,SG-SF,-%,-,-,6' 7.5'',,8' 8.5'',202.0,6' 11'',2000-2001
Jason Hart,PG,-%,-,-,6' 1.75'',,8' 1.5'',181.0,6' 6'',2000-2001
Donnell Harvey,PF,-%,-,-,6' 7.25'',,8' 9.5'',220.0,7' 0.5'',2000-2001
Johnny Hemsley,SG-SF,-%,-,-,6' 2.75'',,8' 4.5'',200.0,6' 8'',2000-2001
Michael Hermon,SG-PG,-%,-,-,6' 2.75'',,8' 2.5'',195.0,6' 6.25'',2000-2001
Cory Hightower,SG-SF,-%,-,-,6' 5.5'',,8' 5.5'',183.0,6' 11'',2000-2001
Shaheen Holloway,PG,-%,-,-,5' 9.5'',,7' 7'',174.0,5' 10'',2000-2001
Eddie House,SG-PG,-%,-,-,5' 11.75'',,7' 11'',176.5,6' 3.5'',2000-2001
Jimmie Hunter,SG-PG,-%,-,-,6' 3'',,8' 4'',170.0,6' 8'',2000-2001
Jacob Jaacks,PF,-%,-,-,6' 9.25'',,8' 9.5'',238.0,6' 11'',2000-2001
Marko Jaric,SG-SF,-%,-,-,6' 6.5'',,8' 8'',210.0,6' 9'',2000-2001
Nate Johnson,SF,-%,-,-,6' 6.5'',,8' 8'',211.5,6' 8.5'',2000-2001
Kenyon Jones,PF-C,-%,-,-,6' 9'',,9' 0'',282.0,7' 1'',2000-2001
Mark Karcher,SG,-%,-,-,6' 4'',,8' 6.5'',218.0,6' 8'',2000-2001
Brandon Kurtz,PF-C,-%,-,-,6' 9.5'',,8' 10.5'',257.0,6' 11.25'',2000-2001
Dan Langhi,SF,-%,-,-,6' 9'',,8' 8'',197.5,6' 8'',2000-2001
Justin Love,PG-SG,-%,-,-,6' 1.5'',,8' 1.5'',205.5,6' 4.5'',2000-2001
Mark Madsen,PF,-%,-,-,6' 8'',,8' 8.5'',236.5,7' 0.5'',2000-2001
Dan McClintock,C-PF,-%,-,-,6' 11'',,8' 11'',250.0,7' 1.5'',2000-2001
Pete Mickeal,SG-SF,-%,-,-,6' 5'',,8' 7.5'',222.0,6' 9.5'',2000-2001
Brian Montonati,PF,-%,-,-,6' 8.75'',,8' 10'',215.0,6' 10.5'',2000-2001
Gabe Muoneke,PF-SF,-%,-,-,6' 6.25'',,8' 9'',244.0,7' 0.5'',2000-2001
Ndongo N'diaye,C,-%,-,-,6' 11.5'',,9' 4.5'',208.0,7' 3.5'',2000-2001
Eduardo Najera,PF-SF,-%,-,-,6' 6.5'',,8' 8.5'',234.5,6' 11.5'',2000-2001
Matthew Nielsen,PF,-%,-,-,6' 9'',,8' 10'',223.0,6' 10.5'',2000-2001
Chris Porter,SF-PF,-%,-,-,6' 5.5'',,8' 7.5'',214.0,6' 9.5'',2000-2001
Lavor Postell,SG,-%,-,-,6' 4.5'',,8' 5.5'',205.0,6' 8.5'',2000-2001
Igor Rakocevic,PG,-%,-,-,6' 2.5'',,8' 4'',184.0,6' 5.25'',2000-2001
Reed Rawlings,SG-SF,-%,-,-,6' 6.25'',,8' 8'',218.0,6' 9.25'',2000-2001
Michael Redd,SG-SF,-%,-,-,6' 4.75'',,8' 6'',214.0,6' 9'',2000-2001
Damon Reed,PF-C,-%,-,-,6' 8.5'',,8' 8.5'',228.0,6' 9.5'',2000-2001
Aubrey Reese,PG,-%,-,-,5' 10.75'',,7' 10.5'',189.0,6' 5.5'',2000-2001
Terrance Roberson,SF,-%,-,-,6' 5.5'',,8' 7.5'',209.0,6' 8'',2000-2001
Julius Doc Robinson,PG,-%,-,-,6' 0'',,7' 11.5'',184.0,6' 3.75'',2000-2001
Pepe Sanchez,PG,-%,-,-,6' 3'',,8' 0'',194.0,6' 3.5'',2000-2001
Matt Santangelo,PG,-%,-,-,6' 0'',,7' 10'',177.0,6' 3'',2000-2001
Alex Scales,SG-PG,-%,-,-,6' 2.25'',,8' 1.5'',184.5,6' 9'',2000-2001
Karim Shabazz,C,-%,-,-,6' 11.5'',,9' 3.5'',224.0,7' 3'',2000-2001
Nick Sheppard,PF-C,-%,-,-,6' 9.5'',,8' 11.5'',273.0,6' 11'',2000-2001
Mike Smith,SF,-%,-,-,6' 6.5'',,8' 7'',198.0,6' 8.5'',2000-2001
Jabari Smith,PF-C,-%,-,-,6' 9.75'',,9' 1.5'',240.5,7' 2.5'',2000-2001
Jarrett Stephens,PF,-%,-,-,6' 5.25'',,8' 7'',258.0,6' 9.25'',2000-2001
Bootsy Thornton,SG,-%,-,-,6' 3.5'',,8' 5.5'',194.5,6' 6.5'',2000-2001
Jaquay Walls,PG,-%,-,-,6' 1.25'',,8' 0.5'',165.5,6' 2.5'',2000-2001
Jameel Watkins,PF-C,-%,-,-,6' 9.5'',,9' 2'',244.5,7' 6'',2000-2001
Adam Allenspach,C,12.40%,-,-,6' 11.5'',,8' 11'',259.0,7' 0.5'',2001-2002
Gilbert Arenas,SG,5.30%,-,-,6' 2.25'',,8' 3.5'',199.0,6' 9.5'',2001-2002
Brandon Armstrong,SG,9.30%,-,-,6' 3.5'',,8' 3.5'',188.0,6' 9.5'',2001-2002
Shane Battier,SF-PF,9.30%,-,-,6' 8.25'',,8' 9'',229.0,6' 10.5'',2001-2002
Cookie Belcher,SG-PG,5.30%,-,-,6' 3'',,8' 3'',206.0,6' 8.5'',2001-2002
Charlie Bell,PG,6.70%,-,-,6' 2.5'',,8' 1.5'',200.0,6' 7.5'',2001-2002
Ruben Boumtje-Boumtje,C,6.00%,-,-,6' 11.5'',,9' 3'',245.0,7' 4'',2001-2002
Calvin Bowman,PF,8.60%,-,-,6' 8.75'',,8' 8'',214.0,6' 11.5'',2001-2002
Michael Bradley,PF,9.30%,-,-,6' 9.5'',,8' 11'',227.0,7' 1.5'',2001-2002
Jamison Brewer,PG,6.70%,-,-,6' 2.5'',,8' 6.5'',178.0,6' 8.75'',2001-2002
Kwame Brown,PF-C,8.90%,-,-,6' 10'',,9' 0'',243.0,7' 1'',2001-2002
SirValiant Brown,PG,6.70%,-,-,5' 11'',,7' 8.5'',176.0,6' 4'',2001-2002
Damone Brown,SF,6.70%,-,-,6' 8.25'',,8' 8.5'',202.0,6' 11.75'',2001-2002
Ryan Carroll,SF-SG,8.00%,-,-,6' 4'',,8' 3'',202.0,6' 8.25'',2001-2002
Tyson Chandler,SF-PF,6.70%,-,-,6' 11.5'',,9' 2'',224.0,7' 3'',2001-2002
Eric Chenowith,C,12.90%,-,-,7' 1'',,9' 3'',264.0,7' 4'',2001-2002
Sam Clancy,PF,8.00%,-,-,6' 6.25'',,8' 11'',242.0,7' 2.75'',2001-2002
Gyasi Cline-Heard,PF,8.00%,-,-,6' 6.25'',,8' 7'',231.0,6' 11.5'',2001-2002
Jason Collins,PF-C,12.90%,-,-,6' 10.25'',,9' 2'',251.0,7' 4.5'',2001-2002
Jarron Collins,C-PF,15.20%,-,-,6' 9.25'',,8' 8'',252.0,7' 3'',2001-2002
Omar Cook,PG,5.50%,-,-,5' 11.5'',,7' 8'',189.0,6' 5.5'',2001-2002
Eddy Curry,C,16.50%,-,-,6' 10.5'',,9' 3'',301.0,7' 6.5'',2001-2002
Tate Decker,SF,13.60%,-,-,6' 9.25'',,8' 11'',218.0,6' 11.75'',2001-2002
DeSagana Diop,C,21.00%,-,-,6' 10'',,9' 5'',314.0,7' 6.5'',2001-2002
Robb Dryden,C,8.00%,-,-,7' 1'',,9' 2.25'',241.0,7' 2.5'',2001-2002
Anthony Evans,PF,12.90%,-,-,6' 6'',,8' 5.5'',267.0,6' 11.5'',2001-2002
Maurice Evans,SG,4.00%,-,-,6' 4.25'',,8' 5'',221.0,6' 8'',2001-2002
Benjamin Eze,C-PF,3.90%,-,-,6' 8.75'',,9' 1'',232.0,7' 6'',2001-2002
Kimani Ffriend,C-PF,11.70%,-,-,6' 9.5'',,9' 0.5'',228.0,6' 10.75'',2001-2002
Alton Ford,PF,8.00%,-,-,6' 8.25'',,8' 6.5'',271.0,6' 10.5'',2001-2002
Joseph Forte,SG,-%,-,-,6' 3.5'',,8' 4.5'',193.0,6' 6.5'',2001-2002
Jason Gardner,PG,8.00%,-,-,5' 9.75'',,7' 8.5'',188.0,6' 1.25'',2001-2002
Jerry Green,PG-SG,5.50%,-,-,6' 1.5'',,8' 3'',179.0,6' 6.25'',2001-2002
Kenny Gregory,SF,6.70%,-,-,6' 3.5'',,8' 5'',200.0,6' 11.25'',2001-2002
Eddie Griffin,PF-SF,4.00%,-,-,6' 9.25'',,9' 2'',222.0,7' 3'',2001-2002
Trenton Hassell,SG-SF,5.30%,-,-,6' 4.25'',,8' 3.5'',205.0,6' 8'',2001-2002
Kirk Haston,PF-SF,10.50%,-,-,6' 8'',,8' 10'',242.0,7' 0.25'',2001-2002
Charles Hathaway,C,-%,-,-,6' 8'',,8' 11.5'',274.0,7' 2'',2001-2002
Brendan Haywood,C,12.90%,-,-,6' 11.75'',,9' 5.5'',266.0,7' 6.5'',2001-2002
Michael Hicks,SG,7.30%,-,-,6' 4'',,8' 4.5'',197.0,6' 9.25'',2001-2002
Steven Hunter,C-PF,5.30%,-,-,6' 10.25'',,9' 0'',224.0,7' 4'',2001-2002
Andre Hutson,PF,11.70%,-,-,6' 8.25'',,8' 9.5'',244.0,6' 11.75'',2001-2002
Nate James,SF,6.00%,-,-,6' 4.75'',,8' 7'',196.0,6' 10.75'',2001-2002
Richard Jefferson,SF,6.70%,-,-,6' 7.25'',,8' 7'',223.0,7' 0'',2001-2002
Horace Jenkins,PG,6.00%,-,-,5' 11.75'',,8' 1'',171.0,6' 5.25'',2001-2002
Darrell Johns,C,19.10%,-,-,6' 11.25'',,9' 3.5'',278.0,7' 5'',2001-2002
Ken Johnson,C,9.90%,-,-,6' 10.75'',,9' 1.5'',227.0,7' 4'',2001-2002
Joe Johnson,SF-SG,6.70%,-,-,6' 6.75'',,8' 9'',226.0,6' 9'',2001-2002
Darren Kelly,SG-PG,6.70%,-,-,6' 2'',,8' 4'',178.0,6' 6.75'',2001-2002
Sean Lampley,SF,8.00%,-,-,6' 5.5'',,8' 5'',213.0,6' 9.25'',2001-2002
Zach Marbury,PG-SG,6.70%,-,-,6' 1.25'',,8' 0.5'',183.0,6' 3.5'',2001-2002
Mike Mardesich,C-PF,13.60%,-,-,6' 10.25'',,9' 0.5'',247.0,7' 0.5'',2001-2002
DeMarcus Minor,SG,6.70%,-,-,6' 3.25'',,8' 3.5'',207.0,6' 8.25'',2001-2002
Jamario Moon,SF,5.30%,-,-,6' 6.5'',,8' 7'',185.0,6' 11.5'',2001-2002
Troy Murphy,PF,11.70%,-,-,6' 9.75'',,8' 9.5'',230.0,6' 11'',2001-2002
Troy Ostler,PF-SF,8.00%,-,-,6' 8.75'',,8' 10.5'',200.0,7' 1.5'',2001-2002
Lazaros Papadopoulos,C-PF,11.70%,-,-,6' 10.25'',,9' 2.5'',227.0,7' 2.5'',2001-2002
Rashad Phillips,PG,12.40%,-,-,5' 9'',,7' 8'',166.0,6' 1.5'',2001-2002
Demetrius Porter,PG,12.40%,-,-,5' 10.75'',,7' 10'',178.0,6' 2.75'',2001-2002
Martin Rancik,PF-SF,8.00%,-,-,6' 8.75'',,8' 6.5'',230.0,6' 8'',2001-2002
Jason Richardson,SF-SG,5.30%,-,-,6' 4.75'',,8' 6.5'',213.0,6' 11.5'',2001-2002
Norman Richardson,SG,6.00%,-,-,6' 3.5'',,8' 3'',180.0,6' 4.5'',2001-2002
Jeryl Sasser,PG-SG,6.70%,-,-,6' 5.5'',,8' 7.5'',194.0,6' 10.5'',2001-2002
Kenny Satterfield,PG,6.70%,-,-,6' 1'',,8' 2'',176.0,6' 4.5'',2001-2002
Brian Scalabrine,PF-SF,13.60%,-,-,6' 8.75'',,8' 9.5'',241.0,6' 9.75'',2001-2002
Lee Scruggs,PF-SF,10.50%,-,-,6' 10.25'',,9' 2.5'',209.0,7' 5.75'',2001-2002
Bobby Simmons,SF,6.70%,-,-,6' 6.25'',,8' 9'',235.0,7' 0.25'',2001-2002
Will Solomon,PG-SG,4.00%,-,-,5' 11.75'',,8' 3.5'',172.0,6' 9.5'',2001-2002
Greg Stevenson,SF,7.30%,-,-,6' 3.75'',,8' 6'',215.0,7' 0.5'',2001-2002
Damone Thornton,PF,8.00%,-,-,6' 6.75'',,8' 7.75'',235.0,7' 1.75'',2001-2002
Jamaal Tinsley,PG,13.60%,-,-,6' 0.75'',,8' 1.5'',199.0,6' 7.5'',2001-2002
Tory Walker,SF,6.70%,-,-,6' 6.75'',,8' 8.5'',187.0,6' 11.25'',2001-2002
Souleymane Wane,C,11.20%,-,-,6' 8.5'',,9' 1'',235.0,7' 5'',2001-2002
Earl Watson,PG,4.00%,-,-,6' 0'',,8' 1'',184.0,6' 6.75'',2001-2002
Rodney White,SF,9.30%,-,-,6' 7.5'',,8' 8.5'',243.0,6' 11.5'',2001-2002
Loren Woods,C-PF,9.30%,-,-,7' 0.75'',,9' 5'',246.0,7' 5.5'',2001-2002
Michael Wright,PF,9.30%,-,-,6' 7'',,8' 10.5'',247.0,6' 11.5'',2001-2002
Brent Wright,PF-SF,12.40%,-,-,6' 7.75'',,8' 9.5'',236.0,7' 1.5'',2001-2002
Nene,PF,-%,-,-,6' 9.25'',,9' 1'',253.0,7' 4.5'',2002-2003
Robert Archibald,PF-C,-%,-,-,6' 10'',,9' 1.5'',250.0,6' 11.75'',2002-2003
Maurice Baker,PG,-%,-,-,5' 11.75'',,8' 0'',178.0,6' 4'',2002-2003
Matt Barnes,SF,-%,-,-,6' 6.75'',,8' 0.5'',226.0,6' 9'',2002-2003
Lubos Barton,SF-SG,-%,-,-,6' 6.5'',,8' 11'',221.0,7' 0'',2002-2003
Lonny Baxter,PF-C,-%,-,-,6' 6.25'',,8' 11.5'',264.0,7' 1.5'',2002-2003
Lee Benson,SF-PF,-%,-,-,6' 8.25'',,9' 1'',217.0,7' 1.75'',2002-2003
Carlos Boozer,PF,-%,-,-,6' 7.75'',,9' 0.5'',258.0,7' 2.25'',2002-2003
Curtis Borchardt,C,-%,-,-,6' 10.75'',,9' 4'',238.0,7' 2.5'',2002-2003
J.R. Bremer,SG-PG,-%,-,-,6' 1.25'',,8' 0'',188.0,6' 2.25'',2002-2003
Brian Brown,PG-SG,-%,-,-,6' 2.5'',,8' 3'',194.0,6' 7'',2002-2003
Sylvere Bryan,PF,-%,-,-,6' 9'',,9' 1.5'',226.0,7' 4.5'',2002-2003
Chris Burgess,C,-%,-,-,6' 10'',,9' 1'',246.0,6' 11.5'',2002-2003
Caron Butler,SF-SG,-%,-,-,6' 5.25'',,8' 7.5'',222.0,6' 11.5'',2002-2003
Rasual Butler,SF,-%,-,-,6' 6.75'',,8' 9.5'',198.0,7' 0'',2002-2003
Mire Chatman,PG-SG,-%,-,-,6' 0'',,8' 2'',174.0,6' 6'',2002-2003
Chris Christoffersen,C,-%,-,-,7' 0.75'',,9' 1'',291.0,7' 3.5'',2002-2003
Lenny Cooke,SG-SF,-%,-,-,6' 5.5'',,8' 11'',214.0,7' 1'',2002-2003
Craig Dawson,SG-SF,-%,-,-,6' 3.5'',,8' 6'',200.0,6' 6.25'',2002-2003
Mike Dunleavy,SF,-%,-,-,6' 8'',,8' 10'',230.0,6' 9'',2002-2003
Teddy Dupay,PG,-%,-,-,5' 9.5'',,7' 6.5'',178.0,5' 10.75'',2002-2003
Corsley Edwards,PF,-%,-,-,6' 7.25'',,8' 10.5'',285.0,6' 10.75'',2002-2003
Andy Ellis,PF,-%,-,-,6' 9.25'',,8' 6'',220.0,6' 10.25'',2002-2003
Melvin Ely,PF,-%,-,-,6' 9'',,9' 3'',240.0,7' 4'',2002-2003
Reggie Evans,PF,-%,-,-,6' 7.5'',,8' 11.5'',250.0,7' 2.5'',2002-2003
Peter Fehse,PF-C,-%,-,-,6' 10'',,9' 1'',220.0,7' 0.5'',2002-2003
Drew Gooden,PF,-%,-,-,6' 8.75'',,8' 10.5'',227.0,7' 0.5'',2002-2003
David Graves,SG,-%,-,-,6' 4.5'',,8' 5'',212.0,6' 7'',2002-2003
Lynn Greer,PG,-%,-,-,6' 0.25'',,7' 10.5'',170.0,6' 1'',2002-2003
Rod Grizzard,SF-SG,-%,-,-,6' 6'',,8' 11'',193.0,7' 0'',2002-2003
Anthony Grundy,PG-SG,-%,-,-,6' 0.75'',,8' 3'',167.0,6' 7.75'',2002-2003
Marcus Haislip,PF,-%,-,-,6' 8.5'',,8' 11'',221.0,7' 0'',2002-2003
Damon Hancock,SG-PG,-%,-,-,6' 2.75'',,8' 3.5'',203.0,6' 6'',2002-2003
Greg Harrington,PG,-%,-,-,6' 1'',,8' 1'',183.0,6' 3.75'',2002-2003
Udonis Haslem,PF,-%,-,-,6' 7.75'',,8' 11'',250.0,6' 11'',2002-2003
Cordell Henry,PG,-%,-,-,5' 8'',,7' 8'',155.0,6' 1'',2002-2003
Randy Holcomb,SF-PF,-%,-,-,6' 7'',,8' 9'',225.0,7' 1'',2002-2003
Ryan Humphrey,PF-SF,-%,-,-,6' 6'',,8' 8.5'',223.0,7' 0'',2002-2003
Jared Jeffries,PF,-%,-,-,6' 10'',,9' 1'',230.0,7' 0.5'',2002-2003
Jason Jennings,C,-%,-,-,6' 11.25'',,9' 3'',249.0,7' 7'',2002-2003
Fred Jones,SG,-%,-,-,6' 2.25'',,8' 4'',218.0,7' 0'',2002-2003
Lonnie Jones,C-PF,-%,-,-,6' 10.25'',,9' 4'',230.0,7' 2.25'',2002-2003
Mario Kasun,C,-%,-,-,6' 11.75'',,9' 1'',260.0,6' 11.5'',2002-2003
Sean Kennedy,PG,-%,-,-,6' 0.75'',,8' 0'',182.0,6' 2.5'',2002-2003
Kris Lang,C-PF,-%,-,-,6' 9.25'',,9' 1'',242.0,6' 11.75'',2002-2003
Muhammed Lasege,C-PF,-%,-,-,6' 8.75'',,9' 0.5'',228.0,7' 2'',2002-2003
Steve Logan,PG,-%,-,-,5' 10'',,7' 8.5'',207.0,5' 11.75'',2002-2003
Kevin Lyde,C-PF,-%,-,-,6' 8.75'',,9' 1.5'',278.0,7' 2'',2002-2003
Tito Maddox,PG,-%,-,-,6' 3'',,8' 3'',200.0,6' 5'',2002-2003
Kei Madison,SF,-%,-,-,6' 7.75'',,8' 11'',216.0,7' 0.5'',2002-2003
Chris Massie,PF,-%,-,-,6' 6.25'',,8' 11'',248.0,7' 0'',2002-2003
Immanuel McElroy,SG,-%,-,-,6' 2.25'',,8' 4'',191.0,6' 6.5'',2002-2003
Aaron McGhee,PF-SF,-%,-,-,6' 7'',,8' 9.5'',255.0,6' 10'',2002-2003
Elvin Mims,SF-SG,-%,-,-,6' 4.25'',,8' 9.5'',211.0,7' 1.5'',2002-2003
Byron Mouton,SG-SF,-%,-,-,6' 4.5'',,8' 6'',213.0,6' 10.25'',2002-2003
Ronald Murray,SG,-%,-,-,6' 3'',,8' 4.5'',197.0,6' 7.5'',2002-2003
Uche Okafor,PF-C,-%,-,-,6' 9'',,9' 4'',229.0,7' 5.5'',2002-2003
Chris Owens,PF-SF,-%,-,-,6' 7'',,8' 8'',237.0,6' 11.5'',2002-2003
Jannero Pargo,PG,-%,-,-,6' 0.25'',,8' 0'',168.0,6' 2.5'',2002-2003
Smush Parker,PG-SG,-%,-,-,6' 2.5'',,8' 11.5'',179.0,6' 10'',2002-2003
Luke Recker,SG-SF,-%,-,-,6' 4.75'',,8' 5'',198.0,6' 7'',2002-2003
Rolan Roberts,PF,-%,-,-,6' 5.75'',,8' 9.5'',241.0,7' 1'',2002-2003
Travis Robinson,SF,-%,-,-,6' 5.25'',,8' 8.5'',211.0,6' 10.5'',2002-2003
Kareem Rush,SG-SF,-%,-,-,6' 4.75'',,8' 7.5'',199.0,6' 9.75'',2002-2003
Brooks Sales,PF-C,-%,-,-,6' 9'',,9' 0'',232.0,6' 10'',2002-2003
John Salmons,SF-SG,-%,-,-,6' 5.5'',,8' 8'',207.0,6' 10.25'',2002-2003
Predrag Savovic,SG,-%,-,-,6' 4.75'',,8' 6'',212.0,6' 7'',2002-2003
Julian Sensley,PF-SF,-%,-,-,6' 7'',,8' 9.5'',228.0,6' 11.5'',2002-2003
Israel Sheinfeld,PF-C,-%,-,-,6' 8.25'',,8' 10.5'',239.0,6' 9.75'',2002-2003
Preston Shumpert,SF,-%,-,-,6' 6'',,8' 7.5'',197.0,6' 8.5'',2002-2003
Tamar Slay,SF,-%,-,-,6' 6.75'',,8' 8'',203.0,6' 11.5'',2002-2003
Darius Songaila,PF,-%,-,-,6' 8'',,9' 0.5'',240.0,7' 1'',2002-2003
Amar'e Stoudemire,PF,-%,-,-,6' 8.5'',,9' 0.5'',233.0,7' 1.75'',2002-2003
Marcus Taylor,PG,-%,-,-,6' 1'',,8' 2.5'',181.0,6' 4.5'',2002-2003
Jobey Thomas,SG,-%,-,-,6' 2.75'',,8' 3.5'',183.0,6' 5.75'',2002-2003
Dajuan Wagner,PG-SG,-%,-,-,6' 0.75'',,8' 3'',193.0,6' 2'',2002-2003
Chris Wilcox,PF-C,-%,-,-,6' 8.25'',,8' 11.5'',218.0,7' 1'',2002-2003
Frank Williams,PG,-%,-,-,6' 1.5'',,8' 4.5'',212.0,6' 8'',2002-2003
George Williams,PF-SF,-%,-,-,6' 5.75'',,8' 7'',214.0,7' 0.5'',2002-2003
Jay Williams,PG,-%,-,-,6' 0.25'',,8' 1'',197.0,6' 3.5'',2002-2003
Qyntel Woods,SF-SG,-%,-,-,6' 7'',,8' 9'',213.0,6' 10'',2002-2003
Vincent Yarbrough,SF,-%,-,-,6' 5.5'',,8' 8.5'',202.0,7' 0.5'',2002-2003
Aloysius Anagonye,PF,10.50%,-,-,6' 6.75'',,8' 10'',257.0,7' 2.5'',2003-2004
Rick Anderson,SF-PF,9.90%,-,-,6' 8.25'',,8' 10.5'',216.0,6' 11'',2003-2004
Carmelo Anthony,SF,8.00%,-,-,6' 6.25'',,8' 9.5'',233.0,7' 0'',2003-2004
Jerome Beasley,SF-PF,9.90%,-,-,6' 9'',,8' 11'',237.0,7' 0.5'',2003-2004
Troy Bell,PG,5.30%,-,-,6' 0.25'',,8' 1.5'',178.0,6' 5'',2003-2004
LaVell Blanchard,SF,11.70%,-,-,6' 6'',,8' 5.5'',205.0,6' 6'',2003-2004
Keith Bogans,SG,8.00%,-,-,6' 4.25'',,8' 5'',213.0,6' 9.25'',2003-2004
Matt Bonner,PF-SF,13.60%,-,-,6' 8.5'',,8' 9.5'',242.0,6' 8.75'',2003-2004
Chris Bosh,PF,8.00%,-,-,6' 10.25'',,9' 1'',225.0,7' 3.5'',2003-2004
Jermaine Boyette,PG-SG,7.30%,-,-,6' 1'',,8' 0'',187.0,6' 4'',2003-2004
Souleymane Camara,PF-SF,9.90%,-,-,6' 9.75'',,9' 1'',211.0,7' 2.25'',2003-2004
Matt Carroll,SG-SF,6.70%,-,-,6' 5'',,8' 2.5'',207.0,6' 6.5'',2003-2004
Nick Collison,PF,17.00%,-,-,6' 8.75'',,9' 0'',255.0,7' 1.5'',2003-2004
Brian Cook,PF-SF,10.50%,-,-,6' 9.5'',,9' 1'',234.0,7' 2'',2003-2004
Joel Cornette,PF-SF,12.90%,-,-,6' 8.25'',,8' 9.5'',239.0,6' 9.25'',2003-2004
Marquis Daniels,SG-PG,4.00%,-,-,6' 5.25'',,8' 7.5'',198.0,6' 10'',2003-2004
Aleksander Djuric,C-PF,16.30%,-,-,6' 10'',,9' 0'',253.0,7' 0'',2003-2004
Ruben Douglas,SG,6.00%,-,-,6' 3.5'',,8' 4.5'',193.0,6' 7.25'',2003-2004
Ronald Dupree,SF-SG,6.70%,-,-,6' 6'',,8' 5'',209.0,6' 8.25'',2003-2004
Carl English,SG-PG,8.00%,-,-,6' 4'',,8' 2.5'',201.0,6' 5.25'',2003-2004
Ebi Ere,SG,14.10%,-,-,6' 3.5'',,8' 6'',210.0,6' 10.5'',2003-2004
Marquis Estill,PF-C,11.70%,-,-,6' 8.5'',,9' 0'',257.0,7' 4'',2003-2004
T.J. Ford,PG,6.70%,-,-,5' 11'',,7' 9.5'',162.0,5' 11.5'',2003-2004
Jason Gardner,PG,9.30%,-,-,5' 9.75'',,7' 8'',194.0,6' 1'',2003-2004
Willie Green,SG-PG,8.00%,-,-,6' 2.5'',,8' 4'',201.0,6' 7.25'',2003-2004
Justin Hamilton,PG-SG,8.00%,-,-,6' 3'',,8' 7'',217.0,6' 11'',2003-2004
Travis Hansen,SG,6.00%,-,-,6' 4.5'',,8' 4.5'',200.0,6' 6.5'',2003-2004
Trevor Harvey,C-PF,10.50%,-,-,6' 9.5'',,9' 1.5'',245.0,7' 1'',2003-2004
Marcus Hatten,PG,4.00%,-,-,6' 0.75'',,8' 2'',163.0,6' 6.25'',2003-2004
Kirk Hinrich,PG-SG,5.30%,-,-,6' 2.75'',,8' 2.5'',186.0,6' 6'',2003-2004
Jerry Holman,PF,6.00%,-,-,6' 8.75'',,9' 1.5'',232.0,7' 3.25'',2003-2004
Sam Hoskin,PF,-%,-,-,6' 7.25'',,8' 11.5'',261.0,6' 10.75'',2003-2004
Josh Howard,SF-SG,6.00%,-,-,6' 5.25'',,8' 9.5'',202.0,7' 2'',2003-2004
Brandon Hunter,PF,8.00%,-,-,6' 6.5'',,8' 9.5'',266.0,7' 2.75'',2003-2004
Sani Ibrahim,C-PF,9.30%,-,-,6' 8.5'',,9' 1.5'',229.0,7' 1'',2003-2004
Michael Ignerski,PF-SF,10.50%,-,-,6' 9.5'',,8' 11'',232.0,6' 10.75'',2003-2004
