Player,Round Number,Round Pick,Overall Pick,Year
LaVerne Evans,6,14,130,1984
Randy Noll,6,8,88,1972
Bob Allen,6,7,71,1968
Walter Downing,6,22,138,1986
Odell Ball,6,14,122,1979
Joe Thomas,6,10,95,1970
Brian Brunkhorst,6,8,72,1968
Mike Moran,6,7,45,1959
Bob Anderson,6,0,0,1950
Bernard Johnson,6,18,132,1987
Kevin Sprewer,6,4,119,1981
Jeff Hall,6,2,118,1986
Poncho Wright,6,5,120,1982
Roger Burkman,6,15,130,1981
Ronald Thomas,6,10,90,1972
Henry Bacon,6,13,93,1972
Don Wilson,6,17,132,1982
George Almones,6,14,130,1985
Dion Brown,6,8,124,1984
Graylin Warner,6,13,129,1984
Calvin Crews,6,4,114,1977
Rennie Bailey,6,19,135,1984
Charles Bishop,6,5,90,1970
Rick Mattick,6,6,121,1980
Collis Temple,6,4,94,1974
Samuel Robinson,6,6,91,1970
John Rambo,6,6,50,1965
John Kimbrell,6,21,137,1986
Sterling Wright,6,1,87,1973
Perry Mirkovich,6,10,125,1980
Charles Edge,6,12,92,1972
Greg Anderson,6,15,131,1986
Tony Duckett,6,7,123,1985
Ralph Lewis,6,23,139,1985
Kevin Lynam,6,3,118,1981
Alonzo Lewis,6,6,46,1957
George Tinsley,6,5,76,1969
William Graham,6,14,99,1971
Jim Master,6,11,127,1984
Charles Hurt,6,18,134,1983
Fred Cowan,6,12,127,1981
Truman Claytor,6,3,111,1979
Tom Parker,6,3,83,1972
Roger Newman,6,8,48,1960
Trent Grooms,6,16,131,1980
Larry Williams,6,18,108,1974
Jerry Venable,6,12,97,1970
Nick Pino,6,9,73,1968
Rick Harman,6,0,0,1950
John Douglas,6,8,118,1978
Herb Nobles,6,14,124,1977
Maury King,6,8,48,1957
Oscar Schmidt,6,15,131,1984
Sherman Dillard,6,5,115,1978
Hank Williams,6,10,100,1975
Rick Coleman,6,18,108,1975
David Brent,6,16,102,1973
Rod McIntyre,6,4,89,1970
Norman Shavers,6,18,133,1981
Henry Ward,6,9,99,1975
Lavonne LeFlore,6,4,48,1965
Cleveland Buckner,6,1,51,1961
Dean Uthoff,6,14,129,1980
Vince Brewer,6,7,51,1963
John Crawford,6,7,46,1958
Steve Carfino,6,23,139,1984
Kevin Boyle,6,22,137,1982
Vince Brookins,6,2,117,1981
Steve Waite,6,22,137,1981
Ben McGilmer,6,3,74,1969
Frank Clasbeek,6,4,53,1951
Gary Springer,6,21,137,1984
Bob Swails,6,9,58,1951
Alex Gilbert,6,17,132,1980
Harry Morgan,6,19,129,1978
Jerry Newsom,6,10,74,1968
Darryl Thomas,6,6,120,1987
Joe Cooke,6,9,94,1970
Charles Kraak,6,4,49,1954
Blaise Bugajeski,6,6,122,1984
Ricky Johnson,6,9,125,1985
Derrick Mayes,6,8,116,1979
Doug Altenberger,6,11,125,1987
Neil Bresnahan,6,2,117,1980
Audie Matthews,6,7,117,1978
Rich Schmidt,6,1,91,1975
Byron Williams,6,12,127,1982
Willie Humes,6,5,90,1971
Bob Wheeler,6,5,54,1951
Gerald Glover,6,10,120,1978
Matt England,6,11,127,1985
Paul Atkins,6,21,137,1983
Robert Paige,6,10,96,1976
Lynden Rose,6,21,136,1982
Charles Thompson,6,18,128,1978
Don Boldebuck,6,0,0,1956
Jim McCaffrey,6,7,123,1986
Gene Doyle,6,8,94,1973
Barnard Tomlin,6,8,94,1976
Barry Smith,6,3,47,1965
Aaron Strayhorn,6,5,120,1981
Fred Smith,6,14,78,1968
Joe Carrabino,6,19,135,1985
Jake Bethany,6,15,130,1982
Darryl Warwick,6,6,121,1981
Jerry Crocker,6,6,86,1972
Robert Williams,6,10,125,1981
Joe Jones,6,7,93,1976
Phil Wagner,6,11,75,1968
David Denton,6,3,43,1960
Gerald Crosby,6,1,117,1985
Eric Marbury,6,2,117,1982
Troy Webster,6,11,127,1986
Mike Zagardo,6,18,133,1980
Pat Tallent,6,15,101,1976
Bob Tallent,6,6,77,1969
Bucky McDonald,6,6,44,1959
Eddielee Wilkins,6,17,133,1984
Dwight Williams,6,13,121,1979
Glen Summors,6,2,87,1971
Mel Daniel,6,13,128,1982
Edward Bona,6,19,135,1983
Bill Mainor,6,16,101,1971
Lawrence McCray,6,10,100,1974
Gary Keller,6,4,59,1967
Dennis Johnson,6,9,95,1973
Danny Odums,6,14,100,1976
Ron Cox,6,11,121,1977
Vincent Giles,6,17,133,1985
Dwaine Dillard,6,9,89,1972
Carl Brown,6,11,97,1976
Reggie Harding,6,4,48,1963
Mike Kretzer,6,1,86,1970
Ron Guziak,6,2,66,1968
Bob Slobodnik,6,2,52,1961
Ned Twyman,6,8,58,1961
Martin Nessley,6,2,116,1987
Dan Meagher,6,10,126,1985
Bob Bender,6,11,119,1979
Mark Crow,6,1,111,1977
Bob Riedy,6,1,56,1967
Haskell Tison,6,9,53,1965
Bucky Allen,6,5,44,1958
Daryl Lloyd,6,20,136,1985
Dolph Pulliam,6,9,80,1969
Jerry Foster,6,6,49,1962
Phil Murrell,6,3,43,1957
John Rennicke,6,2,51,1951
Marlbert Pradd,6,3,58,1967
Greg Wendt,6,23,139,1986
Alonzo Weatherley,6,9,124,1981
Ken Barnett,6,3,67,1968
Jim Mitchem,6,10,118,1979
Seviro Brown,6,3,88,1970
Mike Kanieski,6,6,121,1982
Mike Sylvester,6,15,105,1974
George Janky,6,8,93,1970
Dan Sadlier,6,1,72,1969
Dan Obravak,6,7,78,1969
Jerry Kroll,6,13,98,1970
Rod Knowles,6,13,77,1968
Gene Harmon,6,17,107,1974
Wally Anderzunas,6,6,70,1968
Tim Powers,6,10,65,1967
Lou Jordan,6,2,40,1959
Robert Heard,6,17,127,1978
Mark Steele,6,22,138,1983
Mike Childress,6,1,86,1971
Dale Schlueter,6,8,63,1967
Lonnie Wright,6,4,54,1966
Jo Jo Hunter,6,21,136,1981
Chuck Williams,6,12,76,1968
Dave Kyle,6,14,124,1978
Fred Gilliam,6,6,122,1983
Dick Dallmer,6,0,0,1950
Bill Lowry,6,4,44,1960
Ken Dancy,6,12,127,1980
Robert Worthy,6,19,135,1986
Mel McLaughlin,6,3,119,1983
Dwight Durante,6,11,82,1969
Mike Macaluso,6,2,88,1973
John Morrison,6,6,61,1967
Leroy Jackson,6,11,126,1980
Don Ford,6,2,92,1975
Andre McCarter,6,3,89,1976
Kevin Singleton,6,19,134,1981
Charlie Johnson,6,8,93,1971
Paul Loveday,6,14,85,1969
Bill McClintock,6,4,54,1961
Bob Dalton,6,5,43,1959
Tony Neal,6,22,138,1985
Buckshot O'Brien,6,0,0,1950
Francis Mahoney,6,0,0,1950
Tom Gneiting,6,10,124,1987
Jay Chessman,6,13,123,1977
Ed Warren,6,11,121,1978
Len Winogard,6,3,48,1954
Sam Simmons,6,17,97,1972
Levern Tart,6,9,52,1964
Bobby Joe Mason,6,1,41,1960
Shellie McMillon,6,3,42,1958
Bob Carney,6,2,47,1954
Tony Simms,6,12,128,1983
Ernie Cobb,6,1,109,1979
Bob Cumings,6,8,46,1959
Stu Primus,6,2,118,1985
Jim Hooley,6,9,52,1962
Art Sabb,6,16,130,1987
Joe Gaines,6,1,81,1972
Sarunas Marciulionis,6,13,127,1987
Alexander Volkov,6,18,134,1986
Riccardo Morandotti,6,22,136,1987
Frank Ford,6,24,138,1987
Earl Banks,6,7,122,1981
Jake Jones,6,12,97,1971
Pete Myers,6,4,120,1986
Deward Dopson,6,10,59,1951
Charles Valentine,6,4,120,1985
Marvin Delph,6,2,110,1979
Ron Kennedy,6,6,96,1974
Frank Stronczek,6,7,62,1967
Tony Turner,6,1,116,1980
Tracy Foster,6,17,131,1987
Mckinley Singleton,6,4,120,1984
Cliff Pruitt,6,2,118,1983
Lawrence Lilly,6,14,100,1973
Bobby Lee Hurt,6,5,121,1986
Marcel Boyce,6,8,122,1987
Ed Kemp,6,17,102,1971
Willie Calvert,6,5,91,1973
Tony Windis,5,2,32,1959
Gary Monroe,5,15,108,1983
Rich DiBenedetto,5,8,100,1982
Gib Hinz,5,15,107,1980
Joe Franklin,5,13,63,1968
Carlos Terry,5,16,104,1978
James Reid,5,10,53,1967
Don Lange,5,8,38,1959
Uluss Thompson,5,5,73,1970
Robert Gray,5,12,80,1976
Ron Harris,5,16,79,1972
Cleo Littleton,5,8,38,1955
Lou Skurcenski,5,4,38,1964
Paul Griffin,5,6,74,1976
Ernest Pettis,5,4,67,1972
Mike Odems,5,10,82,1975
Rip Gish,5,7,46,1951
Thomas Wilson,5,13,101,1978
Eddie Solomon,5,0,0,1953
Ed Beach,5,0,0,1950
Mike Mitchell,5,10,67,1969
Troy Burris,5,5,41,1954
Shawn Campbell,5,9,102,1985
Keith Morrison,5,10,103,1986
Ron Davis,5,2,70,1976
Theodore Werner,5,6,41,1965
Lee Marshall,5,5,37,1957
Paul Fortier,5,11,104,1986
Brad Watson,5,16,109,1983
Andra Griffin,5,7,99,1981
Larry Pounds,5,15,87,1975
Gary Anderson,5,13,85,1974
Charles Dudley,5,13,76,1972
Tony Byers,5,9,81,1974
Paul Long,5,2,45,1967
Ed Chaplin,5,4,54,1968
Jack Jackson,5,7,41,1962
Bruce Spraggins,5,6,47,1961
Jeff Schneider,5,15,107,1982
Marshall Ashford,5,20,108,1979
Chris Ellis,5,5,62,1969
Glen Combs,5,1,51,1968
Nicky Jones,5,18,111,1986
Mike Schlegel,5,3,96,1985
Ken Jones,5,17,109,1980
Rich Jones,5,18,90,1975
Bill Langloh,5,12,100,1977
Herb Busch,5,6,36,1959
Aaron Howard,5,6,98,1982
Richie Moore,5,5,40,1965
Jack Devine,5,3,33,1955
Eli Pasquale,5,13,106,1984
Glenn Clem,5,3,95,1987
Mike Rhodes,5,18,110,1981
Terry Compton,5,6,78,1974
Perry Wallace,5,12,80,1970
Al Rochelle,5,4,36,1957
Cornell Green,5,1,35,1962
Tyrone Medley,5,7,79,1974
Kenneth Gardner,5,14,82,1971
James Anderson,5,14,107,1985
David Moss,5,17,109,1987
Teko Wynder,5,20,108,1977
Bob Patterson,5,4,34,1955
Earl Dodd,5,0,0,1949
Roger Dickens,5,14,102,1978
Jim Swaney,5,21,113,1980
Steve Mix,5,4,61,1969
Ray Wolford,5,2,36,1964
Larry Jones,5,8,43,1963
Cal Christensen,5,0,0,1950
Rick Doyle,5,19,112,1984
Michael Edwards,5,18,106,1978
Terry White,5,1,93,1982
Clarence Swannegan,5,18,110,1982
James Patrick,5,5,97,1980
Bill Banks,5,6,36,1955
Carl Lott,5,6,98,1987
Harry Kirchner,5,1,31,1959
Jimmy Gilbert,5,5,98,1986
Kenny Brown,5,19,112,1985
Tyren Naulls,5,17,110,1983
Randy Knowles,5,16,88,1974
John Beasley,5,5,45,1966
Bennie Lennox,5,3,37,1964
Wayne Lawrence,5,8,40,1960
Patrick Fairs,5,14,106,1987
Gary Goodner,5,3,91,1978
Bill Gordon,5,4,92,1977
Mike Milligan,5,23,116,1983
Rossie Johnson,5,2,43,1961
Dan Federman,5,21,114,1984
Gary Carter,5,2,94,1982
Don Johnson,5,9,77,1971
A.W. Davis,5,8,43,1965
Joe Newman,5,15,87,1974
Joe Cromer,5,13,70,1969
Costic Borsavage,5,0,0,1950
Jim Lee,5,7,79,1975
Bob Reitz,5,21,114,1983
James Silas,5,7,70,1972
Wolfe Perry,5,1,89,1979
John Windsor,5,5,39,1962
William Brown,5,23,115,1982
Bill Smith,5,1,42,1961
Hank Morano,5,3,34,1958
Tom Smith,5,6,45,1951
Ralph Walker,5,11,79,1976
Bill Bagley,5,1,31,1955
Cecil Rellford,5,5,93,1977
Beaver Smith,5,8,76,1976
Ed Searcy,5,10,82,1974
Mal Duffy,5,7,37,1955
Bobby Deaton,5,21,114,1986
Don Turner,5,3,38,1963
Greg Green,5,12,100,1978
Terry Williams,5,13,105,1987
Carl Wright,5,20,113,1985
Rick Herrsher,5,7,38,1958
Rod Camp,5,19,111,1982
Wayne Carlander,5,6,99,1985
Clayton Olivier,5,13,106,1985
Don Carlino,5,3,95,1980
Don Jacobson,5,5,46,1961
Chuck Iverson,5,4,73,1973
Jim Foster,5,9,102,1984
Mike Doyle,5,18,110,1980
Nate Davis,5,13,101,1977
Danny Traylor,5,13,82,1973
Lindbergh Moody,5,4,38,1962
Art Whisnant,5,8,42,1962
Grady Wallace,5,8,40,1957
Kelly Blaine,5,15,108,1985
Michael Gerren,5,16,109,1984
Herb Andrew,5,15,107,1981
Paul Pottenburgh,5,6,42,1954
Cliff Pratt,5,9,81,1975
Wardell Dyson,5,12,75,1972
Howard McNeill,5,21,113,1982
Greg Tynes,5,6,94,1978
Nick Werkman,5,9,43,1964
Gary Ladd,5,10,73,1972
Plummer Lott,5,11,54,1967
John Tresvant,5,6,40,1964
Don Ogorek,5,1,33,1960
Vincent White,5,11,79,1971
Bill Duffy,5,17,109,1982
Wally Rank,5,7,99,1980
Billy Reid,5,10,98,1979
Byron Jones,5,17,86,1973
Gene Brown,5,8,39,1958
Steffond Johnson,5,7,100,1986
Dick Barnes,5,0,0,1950
Mike Whitmarsh,5,18,111,1984
Louis McKinney,5,17,85,1976
Richard Parks,5,7,47,1966
Bob Lojewski,5,5,98,1985
Tom Duff,5,9,49,1966
Kelvin Troy,5,21,113,1981
Daryl Strickland,5,13,105,1980
Kelvin Johnson,5,1,94,1985
Bill Flye,5,12,105,1984
Jeff Pehl,5,19,112,1983
Ken Austin,5,8,101,1983
Jim Wright,5,17,109,1981
John Fultz,5,13,81,1970
Eugene Parker,5,20,108,1978
Bruce Parkinson,5,17,105,1977
Bob Ford,5,11,74,1972
Larry Weatherford,5,15,83,1971
Ray Knight,5,21,114,1985
Fran Costello,5,2,71,1973
Dexter Westbrook,5,1,44,1967
Michael Kearns,5,9,48,1951
Marvin Jackson,5,7,95,1977
Rick Raivio,5,22,114,1980
Dutch Burch,5,4,40,1954
Richard Hood,5,12,80,1971
Scott McCollum,5,17,110,1984
Tony Fuller,5,1,93,1980
Matt White,5,12,100,1979
Tom Carter,5,4,72,1970
Brent Counts,5,7,99,1987
Russ Coleman,5,15,103,1978
Jerry Adams,5,13,106,1986
Mike Clark,5,5,97,1981
Steve Erickson,5,11,83,1974
Clarence Hanley,5,16,109,1986
Lorenza Andrews,5,13,106,1983
Don Johnson,5,0,0,1952
Jack Shelton,5,0,0,1950
Rubin Jackson,5,7,99,1982
Allen Leavell,5,16,104,1979
Eddie Jackson,5,1,36,1965
Chuck Barnett,5,1,94,1983
Matt Clark,5,7,100,1983
Charles Jones,5,11,104,1983
Aaron Curry,5,6,98,1980
Paul Ebert,5,2,38,1954
John Canine,5,10,78,1970
Tim Andree,5,5,98,1983
Don Williams,5,8,96,1978
Gary Novak,5,3,75,1974
Dan Bagley,5,8,47,1951
Mike Campbell,5,4,96,1980
Willie Jones,5,4,36,1960
Nick Mantis,5,7,37,1959
Larry Jackson,5,16,85,1973
Mark Stevens,5,19,111,1980
Andre LaFleur,5,12,104,1987
Dave Caligaris,5,7,95,1978
Bob Iverson,5,14,86,1975
John Savage,5,5,39,1964
Jim Mudd,5,5,37,1960
Lance Berwald,5,22,115,1984
Mike Milling,5,11,103,1987
George DeVone,5,2,94,1981
Craig Watts,5,19,111,1981
Tiny Pinder,5,13,101,1979
Bob DiStefano,5,8,49,1961
Ted Manning,5,3,38,1965
James Sparrow,5,4,92,1978
Alvin Attles,5,7,39,1960
James Braddock,5,14,107,1983
Pete Budko,5,1,93,1981
Donald Washington,5,8,80,1975
Ed Stahl,5,13,85,1975
Lee Dedmon,5,13,81,1971
Larry Miller,5,12,62,1968
Ray Epps,5,16,104,1977
Mike Hanley,5,2,90,1977
Bo Erias,5,7,43,1954
Ronnie Grandison,5,8,100,1987
Mark Petteway,5,18,111,1983
Wilbur Holland,5,3,75,1975
Albert Jones,5,14,106,1980
Jeff Smith,5,6,74,1971
Ken Page,5,4,96,1981
Larry Belin,5,10,102,1980
Bernard Hardin,5,2,74,1974
George Peterson,5,14,106,1981
Jimmy Allen,5,2,90,1979
Al McClain,5,4,97,1984
Robin Dixon,5,10,103,1983
Flintie Ray Williams,5,4,92,1979
Odis Allison,5,8,76,1971
Bart Kofoed,5,15,107,1987
Carl McPipe,5,15,103,1979
Bob Pierce,5,3,42,1951
Mike Lahm,5,17,110,1985
Hector Blondet,5,3,71,1971
Herb McPherson,5,12,55,1967
Quitman Sullins,5,1,32,1958
Bob Riley,5,14,82,1970
Willie Jackson,5,14,71,1969
Sonny Allen,5,0,0,1950
Bill Terry,5,10,98,1977
Jeff Browne,5,13,81,1976
Lou Shephard,5,9,59,1968
Greg Cavener,5,2,95,1985
Prince Bridges,5,10,103,1984
Marvin McCrary,5,16,108,1982
Clay Johnson,5,22,110,1978
Jim Kennedy,5,14,102,1977
Scott Sims,5,15,103,1977
Don Stroot,5,0,0,1950
W. D. Stroud,5,9,44,1963
Roger Stieg,5,2,95,1983
John Billups,5,21,109,1977
Denver Brackeen,5,5,35,1955
Tommy Davis,5,16,109,1985
Mark Hall,5,10,102,1982
Dave Winfield,5,10,79,1973
Buzz Bennett,5,9,45,1954
Greg Joyner,5,11,99,1979
Vernon Carr,5,5,97,1987
Bob Chapman,5,9,97,1977
Rudy Benjamin,5,7,75,1971
Stan Washington,5,8,48,1966
Richard Rellford,5,2,95,1986
Paul Heuerman,5,20,112,1981
John Robinson,5,22,110,1977
Henry Wilmore,5,9,78,1973
Ron Kramer,5,2,34,1957
Leo Vander Kuy,5,10,49,1951
Rusty Parker,5,11,61,1968
Mike Wittman,5,6,49,1967
Charles Dinkens,5,4,39,1965
Dennis Isbell,5,8,100,1981
Hank McDowell,5,10,102,1981
Rich Jones,5,1,58,1969
George Kirk,5,8,42,1964
Ed Lawrence,5,16,84,1976
Dale Haberman,5,8,96,1977
Derick Clairborne,5,5,93,1978
Mark Haymore,5,21,109,1978
Jim Hearns,5,4,72,1976
Levi Fontaine,5,2,70,1970
Jake Ford,5,8,65,1969
Charles McNeil,5,3,35,1960
Randy Noll,5,3,72,1973
Bob Burgess,5,2,36,1962
Bob Lackey,5,8,71,1972
George Thompson,5,9,66,1969
Ron Glaser,5,2,37,1963
Tom Lockhart,5,7,75,1976
Brian Mahoney,5,1,69,1971
Rufus Harris,5,23,115,1980
Andre Wakefield,5,19,107,1978
Jim Tillman,5,3,53,1968
Tyrone Marionneaux,5,5,73,1971
Larry Williams,5,14,102,1979
Mike Grosso,5,16,84,1970
Jerry King,5,3,60,1969
Terry Martin,5,11,104,1984
Alonza Allen,5,5,98,1984
Anthony Wilson,5,10,102,1987
Willie Sims,5,9,101,1981
John Jones,5,6,46,1966
Walter Jones,5,9,72,1972
Barry Leibowitz,5,5,48,1967
Nate Stephens,5,11,80,1973
Bill Jankans,5,3,71,1970
Lamont Robinson,5,2,95,1984
Stewart Murray,5,1,33,1957
Jim Radcliffe,5,6,38,1957
Albert Butts,5,23,116,1985
Donn Wilber,5,19,107,1977
Mike Redd,5,9,52,1967
Gerald Cunningham,5,1,89,1977
Andre Hampton,5,1,73,1975
James Blackmon,5,2,94,1987
Roger Harden,5,22,115,1986
LaVon Williams,5,9,101,1980
Thad Jaracz,5,10,60,1968
Bill Lickert,5,4,45,1961
Bill Evans,5,2,32,1955
Cliff Barker,5,0,0,1949
Ed Thompson,5,0,0,1950
Roger Suttner,5,7,41,1964
Mike Wroblewski,5,6,40,1962
Jesse Priscock,5,8,44,1954
Ken Koenigs,5,11,99,1978
Jose Antonio Montero,5,21,113,1987
Ron Anthony,5,9,97,1978
Greg Nelson,5,10,78,1971
Dick Pruet,5,3,46,1967
Al Smith,5,11,99,1977
Sam Hill,5,20,112,1987
Clinton Harris,5,8,77,1973
Gary Thompson,5,3,35,1957
Gerry Wright,5,19,111,1987
Andre Banks,5,19,112,1986
Ken Arnold,5,4,96,1982
Steve Krafscisin,5,6,98,1981
Bill Logan,5,0,0,1956
Warren Isaac,5,7,42,1965
Bob Santini,5,0,0,1953
Glen Grunwald,5,23,115,1981
Lou Scott,5,1,37,1954
Ivan Daniels,5,18,111,1985
Dave Williams,5,14,107,1984
Lou Stefanovic,5,4,97,1985
Rick Lamb,5,20,113,1983
Joe Galvin,5,8,100,1980
Rick Whitlow,5,11,83,1975
Nate Williams,5,1,69,1976
Bill Small,5,4,39,1963
Roger Taylor,5,5,35,1959
Don Ohl,5,5,36,1958
Ed Thompson,5,18,106,1977
Reid Gettys,5,10,103,1985
Cecile Rose,5,1,89,1978
Dave Marrs,5,10,78,1976
Maurice Presley,5,6,78,1975
Ernie Floyd,5,20,113,1984
Chris Logan,5,3,96,1983
Garry Witts,5,11,103,1981
Chris Potter,5,10,98,1978
Bob Kissane,5,16,84,1971
Steve Nisenson,5,2,37,1965
Gene Littles,5,11,68,1969
Clarence Dickerson,5,12,104,1982
Gary Crowthers,5,1,73,1974
Larry Hampton,5,7,100,1985
Greg Hines,5,6,99,1983
Greg Jackson,5,14,86,1974
M.L. Carr,5,7,76,1973
Ken Simpson,5,5,97,1982
Jim Grady,5,6,94,1977
Ken Tyler,5,5,77,1975
Lenny Horton,5,20,112,1980
Matt Simpkins,5,3,91,1979
William Pickens,5,2,42,1966
Chad Kessler,5,1,93,1987
Dennis Williams,5,4,96,1987
Gene Smith,5,1,94,1984
Ray Corley,5,0,0,1949
Bill Telasky,5,3,33,1959
Joe Holup,5,0,0,1953
Ben Davis,5,3,96,1986
Glen Summors,5,17,80,1972
Ray Simpson,5,12,81,1973
Donald Mason,5,22,114,1982
Darryl Brown,5,17,89,1975
Dean Shaffer,5,11,104,1985
David Thompson,5,2,90,1978
Ben Clyde,5,17,89,1974
Reggie Royals,5,1,70,1973
Rowland Garrett,5,15,78,1972
John Ebeling,5,9,101,1982
Marcus Gaither,5,15,108,1984
Larry Humes,5,10,50,1966
Bob Sakel,5,2,41,1951
Jim Guymond,5,4,72,1971
Kevin Blakley,5,16,108,1980
Jim Tillman,5,9,97,1979
Boyd Lynch,5,6,74,1970
Jon Collins,5,17,110,1986
Troy Lee Mikell,5,12,105,1983
Claude Overton,5,0,0,1950
Garry Nelson,5,2,70,1971
Barry Nelson,5,17,85,1971
Jay Bilas,5,15,108,1986
Willie Hodge,5,3,71,1976
Rudy D'Emilio,5,3,39,1954
Larry Washington,5,5,93,1979
Dennis Bell,5,14,83,1973
Gary Zeller,5,15,83,1970
Willie Wise,5,7,64,1969
Steve Bartek,5,8,101,1984
George Johnson,5,11,79,1970
Jerry Davis,5,20,112,1982
Owen Wells,5,5,77,1974
John Johnson,5,18,90,1974
David Bustion,5,5,68,1972
Harry Hollines,5,14,64,1968
Paul Hickey,5,0,0,1950
Kevin Holmes,5,20,113,1986
Curtis Watkins,5,17,105,1979
Ron Norwood,5,3,91,1977
Howie Carl,5,9,50,1961
Dave Colbert,5,23,116,1986
Tom Hatton,5,3,37,1962
Don Lane,5,4,35,1958
Bryan Adrian,5,14,77,1972
Don Davidson,5,9,44,1965
Ralph Bobik,5,4,76,1974
George Farley,5,2,34,1960
Joe Pace,5,4,76,1975
Earl Kelley,5,9,102,1986
Mike McKay,5,3,95,1982
Jim Abromaitis,5,7,95,1979
Gary Rhoades,5,6,75,1973
Glen Anderson,5,5,44,1951
Joe Cooper,5,3,95,1981
Clinton Smith,5,4,97,1986
Michael Tait,5,9,101,1987
Ron Jackson,5,1,41,1966
Norm Mager,5,0,0,1950
Gary Daniels,5,9,43,1962
Tony Yates,5,6,41,1963
Frank Nimmo,5,7,39,1957
Hal Booker,5,8,58,1968
Trooper Washington,5,7,50,1967
Robert Moore,5,9,77,1970
Cherokee Rhone,5,11,103,1982
George Lett,5,8,96,1979
Tom Kerwin,5,3,43,1966
Greg Spurling,5,8,101,1986
Ray Hall,5,12,105,1985
Tony Gennari,5,1,35,1964
Brian Vaughns,5,18,110,1987
Johnny Green,5,6,94,1979
Mike Reid,5,1,64,1972
Sam Cash,5,3,66,1972
Darrell Allums,5,11,103,1980
Mark Eaton,5,19,107,1979
Ralph Drollinger,5,17,105,1978
Ken Heitz,5,2,59,1969
Mike Lynn,5,8,51,1967
John Berberich,5,7,48,1961
Dave Butler,5,22,114,1987
Connie White,5,14,82,1976
Carl Bird,5,18,86,1976
John Coughran,5,5,74,1973
Ron Knight,5,8,76,1970
Kerry Boagni,5,14,107,1986
Arnie Berman,5,2,65,1972
Timo Saarelainen,5,22,115,1985
Steve Craig,5,22,114,1981
Kresimir Cosic,5,15,84,1973
Jim Eakins,5,7,57,1968
Dick Nemelka,5,4,44,1966
Joe Nelson,5,0,0,1950
Manute Bol,5,4,97,1983
Hasan Houston,5,13,105,1981
Seymour Reed,5,12,84,1974
Joe Allen,5,4,47,1967
Mac Herndon,5,5,40,1963
Bobby Joe Mason,5,4,34,1959
Cohn Irish,5,6,99,1984
Al Hairston,5,2,52,1968
Jimmy Darrow,5,6,38,1960
Wally West,5,2,94,1980
Dominic Pressley,5,6,99,1986
Jim Kissane,5,5,55,1968
Vince Hinchen,5,3,96,1984
Dwain Govan,5,12,84,1975
Carl Fuller,5,6,56,1968
Todd Orlando,5,23,116,1984
Joe McDermott,5,1,36,1963
Danny Doyle,5,3,44,1961
Gunther Behnke,5,8,101,1985
Gary Reddings,5,5,73,1976
Wayne Sokolowski,5,7,75,1970
Jim Oxley,5,17,85,1970
Sam Berry,5,16,88,1975
Joe Bynes,5,6,69,1972
Charles Hentz,5,6,63,1969
Jim Lampley,5,9,102,1983
U. S. Reed,5,12,104,1981
Steve Schall,5,18,106,1979
Dean Tolson,5,8,80,1974
Fred Grim,5,6,37,1958
Johnny Nash,5,16,108,1981
Tony Cerkvenik,5,7,42,1963
James Rappis,5,9,77,1976
Leo Johnson,5,4,43,1951
Frank Ross,5,16,108,1987
Leroy Ishman,5,1,40,1951
Albert Irving,5,14,106,1982
William Carey,5,12,104,1980
Wil Jones,5,12,69,1969
Jerome Mincey,5,1,94,1986
Archie Johnson,5,12,105,1986
Chris Giles,5,13,105,1982
L.C. Mason,5,15,83,1976
Danny Dixon,5,22,115,1983
Eric Richardson,5,7,100,1984
Charles Russell,5,2,74,1975
Jim Fulmer,5,2,33,1958
James Gilbert,5,1,69,1970
Jeff Covington,4,9,75,1978
Chris Dudley,4,6,75,1987
Jeff Jenkins,4,13,83,1984
Jack Thobe,4,6,31,1962
Mike Jackson,4,14,84,1983
Jerry Reed,4,0,0,1950
Leartha Scott,4,21,87,1977
Ron Ripley,4,9,75,1979
Frank Schade,4,6,53,1972
Scott Roth,4,12,82,1985
Joseph Chmelich,4,13,82,1980
Brant Weidner,4,20,90,1983
Chet Giermak,4,0,0,1950
Bob Elmore,4,1,67,1977
Warren Jabali,4,8,44,1968
Walker Russell,4,9,78,1982
Gene Ford,4,14,57,1969
Craig McCormick,4,21,90,1982
Billy Bryant,4,16,85,1980
Greg Smith,4,14,50,1968
Ralph Croswaite,4,3,26,1958
Art Spoelstra,4,7,34,1954
Henry Logan,4,2,38,1968
Ken Remley,4,4,28,1960
Dale Blaney,4,22,92,1986
Tony Robertson,4,22,88,1977
Wilbert Robinson,4,7,54,1972
Terry Adolph,4,11,80,1981
Melvin Jones,4,11,77,1977
David Johnson,4,11,80,1980
Daniel Sparks,4,5,41,1968
George Brown,4,3,27,1957
James Donaldson,4,7,73,1979
Ted Wierman,4,4,47,1969
Don Flora,4,8,31,1958
Clarence Ramsey,4,3,54,1976
Ray Price,4,10,64,1974
Lynn Nance,4,6,32,1965
Delaney Rudd,4,13,83,1985
Leroy McDonald,4,10,76,1978
Bob Beecher,4,21,91,1986
Charles Schmaus,4,6,36,1966
Ken Stancell,4,14,83,1982
Edmund Sherod,4,3,72,1981
Bernie Harris,4,9,63,1974
Tom Sheehey,4,1,70,1987
Jeff Jones,4,8,77,1982
Lee Raker,4,8,77,1981
Alex Bradley,4,17,86,1981
Rory Sparrow,4,6,75,1980
